t_s,parent_cpu,worker_cpu_mean,worker_cpu_p90,worker_cpu_max,worker_cpu_sum,tree_cpu,system_cpu,children,parent_threads,parent_rss_mb,tree_rss_mb,mem_available_mb,parent_ctx_vol,parent_ctx_invol,gpu_util,gpu_mem_util,gpu_mem_used_mb,gpu_power_w,gpu_clock_sm
2.0,302.1,,,,,302.1,9.0,0,42,606.8,606.8,29025.0,61,46,0,1,2,8.00,180
4.2,71.9,60.31,101.1,130.5,2955.4,3027.3,31.3,49,50,753.3,4610.5,26445.3,138,56,0,1,142,7.95,180
6.3,2.9,70.0,107.3,143.8,3430.1,3433.0,96.1,49,50,753.3,18835.7,19895.1,178,60,0,0,156,18.35,2580
8.3,1.9,69.7,113.6,131.3,3415.4,3417.3,96.4,49,50,753.3,22515.9,17514.7,219,63,0,0,156,18.23,2580
10.4,29.3,69.18,94.5,96.6,3389.7,3419.0,95.8,49,50,1153.2,24742.5,15382.5,259,64,0,0,200,18.33,2580
12.4,109.1,22.19,45.6,55.0,1087.1,1196.2,33.8,49,98,1315.9,25349.8,14769.7,1604,64,6,0,222,25.10,2752
14.4,110.6,6.4,6.9,7.4,313.6,424.2,14.5,49,98,1316.8,25361.9,14749.6,2724,64,5,0,222,24.92,2760
16.4,109.9,6.62,7.4,7.9,324.2,434.1,12.9,49,98,1317.8,25365.5,14749.5,3837,65,5,0,222,24.92,2760
18.4,111.2,6.72,7.4,7.9,329.2,440.4,12.6,49,98,1318.8,25373.3,14732.3,4874,65,5,0,222,25.05,2752
20.5,110.1,6.92,7.9,7.9,339.2,449.3,13.1,49,98,1319.7,25376.4,14712.0,5974,65,5,0,222,25.01,2760
22.5,110.5,7.22,7.9,8.4,353.7,464.2,13.3,49,98,1320.6,25381.2,14702.1,6969,65,5,0,222,25.18,2760
24.5,111.1,7.46,8.4,9.4,365.7,476.8,13.7,49,98,1321.4,25385.4,14717.9,7865,65,5,0,222,25.13,2760
26.6,110.1,7.39,8.4,9.4,362.2,472.3,13.9,49,98,1322.1,25388.7,14746.7,8694,65,5,0,222,25.07,2752
28.6,110.9,7.71,8.9,9.9,377.7,488.6,13.9,49,98,1322.7,25393.0,14760.1,9606,65,5,0,222,25.06,2752
30.6,110.5,7.79,8.4,9.4,381.7,492.2,14.0,49,98,1323.3,25395.2,14803.2,10457,67,5,0,222,24.94,2760
32.6,110.9,8.06,9.4,9.9,394.7,505.6,15.0,49,98,1323.7,25400.3,14835.8,11311,67,5,0,222,25.04,2767
34.7,110.1,7.96,8.9,9.9,390.2,500.3,14.6,49,98,1324.1,25402.1,14868.1,12054,67,5,0,222,25.15,2760
36.7,110.5,8.37,9.4,9.9,410.2,520.7,15.3,49,98,1324.4,25406.2,14887.6,12770,67,5,0,222,25.06,2752
38.7,110.9,8.58,9.9,12.3,420.5,531.4,15.4,49,98,1324.8,25407.9,14882.5,13515,67,5,0,222,25.08,2760
40.7,109.6,10.12,13.3,14.8,496.0,605.6,17.4,49,98,1325.1,25411.6,14900.1,14180,67,5,0,222,24.94,2760
42.8,110.0,10.03,12.8,13.3,491.7,601.7,17.4,49,98,1325.4,25412.9,14911.6,14782,67,5,0,222,24.87,2760
44.8,110.4,9.17,11.3,12.8,449.1,559.5,16.1,49,98,1325.7,25413.8,14920.5,15431,67,5,0,222,25.07,2760
46.8,110.9,8.71,9.8,10.8,426.8,537.7,15.5,49,98,1325.9,25414.6,14930.7,16126,68,5,0,222,25.05,2760
48.9,110.4,8.88,10.3,10.3,435.2,545.6,15.7,49,98,1326.0,25415.3,14914.8,16753,68,4,0,222,24.98,2760
50.9,110.0,8.99,10.4,10.9,440.7,550.7,15.6,49,98,1326.2,25416.0,14922.2,17327,68,5,0,222,24.99,2752
52.9,111.0,9.09,10.4,11.3,445.6,556.6,16.3,49,98,1326.4,25416.8,14918.4,17943,70,5,0,222,24.96,2760
54.9,110.5,9.33,10.4,11.3,457.1,567.6,16.2,49,98,1326.5,25417.4,14925.5,18548,70,5,0,222,25.03,2760
57.0,109.9,9.12,10.3,10.4,447.1,557.0,15.9,49,98,1326.6,25417.9,14931.7,19160,70,4,0,222,24.93,2760
