t_s,parent_cpu,worker_cpu_mean,worker_cpu_p90,worker_cpu_max,worker_cpu_sum,tree_cpu,system_cpu,children,parent_threads,parent_rss_mb,tree_rss_mb,mem_available_mb,parent_ctx_vol,parent_ctx_invol,gpu_util,gpu_mem_util,gpu_mem_used_mb,gpu_power_w,gpu_clock_sm
2.0,297.1,,,,,297.1,8.9,0,43,612.1,612.1,29011.1,63,53,0,0,2,21.77,2580
4.3,66.5,68.91,108.4,135.3,3376.7,3443.2,36.8,49,50,753.5,5965.9,25700.0,142,65,0,0,142,15.79,660
6.3,2.4,70.07,109.3,126.7,3433.4,3435.8,96.2,49,50,753.5,19222.8,19690.2,182,65,0,0,156,18.58,2580
8.4,1.4,69.27,111.2,142.9,3394.1,3395.5,95.9,49,50,753.5,22785.3,17361.2,223,65,0,0,156,18.33,2580
10.5,45.5,68.22,91.3,96.6,3342.6,3388.1,95.1,49,65,1289.7,24995.1,15190.8,272,65,0,0,222,18.43,2580
12.5,108.1,19.69,39.2,47.6,964.8,1072.9,30.5,49,98,1316.3,25390.9,14805.2,1271,65,5,0,222,23.78,2730
14.5,110.0,7.01,7.9,8.4,343.7,453.7,13.7,49,98,1317.1,25402.4,14786.1,1943,65,4,0,222,24.54,2730
16.5,109.5,6.86,7.9,7.9,336.3,445.8,13.1,49,98,1318.1,25407.3,14791.8,3094,65,4,0,242,24.42,2730
18.5,110.7,7.11,7.9,9.4,348.2,458.9,13.6,49,98,1319.0,25413.6,14761.9,3797,65,4,0,242,24.57,2722
20.6,110.2,7.64,8.9,8.9,374.2,484.4,14.1,49,98,1319.9,25418.9,14747.6,4666,65,4,0,242,24.49,2737
22.6,110.0,7.79,8.9,9.4,381.7,491.7,14.6,49,98,1320.8,25421.8,14758.5,5622,65,4,0,242,24.35,2730
24.6,109.8,7.91,9.4,10.3,387.5,497.3,14.2,49,98,1321.7,25427.7,14745.4,6773,65,4,0,242,24.47,2730
26.7,110.0,8.12,9.9,9.9,397.7,507.7,14.6,49,98,1322.3,25430.3,14763.5,7663,65,4,0,242,24.40,2730
28.7,109.4,8.58,9.9,11.3,420.5,529.9,15.2,49,98,1322.9,25434.3,14768.5,8798,65,4,0,242,24.25,2730
30.7,110.5,8.74,10.4,11.3,428.1,538.6,15.6,49,98,1323.6,25439.2,14824.1,9434,65,4,0,242,24.42,2730
32.7,109.9,8.54,9.9,11.3,418.4,528.3,15.1,49,98,1324.0,25441.6,14842.9,10460,65,4,0,242,24.41,2722
34.8,109.9,8.97,10.4,10.8,439.3,549.2,15.8,49,98,1324.4,25446.0,14853.9,11576,65,4,0,242,24.30,2730
36.8,110.3,9.32,10.8,13.3,456.8,567.1,16.1,49,98,1324.7,25447.9,14883.0,12838,65,4,0,242,24.16,2730
38.8,109.8,10.96,14.3,15.8,536.8,646.6,18.6,49,98,1325.1,25451.6,14865.3,13749,66,4,0,242,24.05,2730
40.9,110.8,10.97,13.8,14.8,537.4,648.2,18.7,49,98,1325.3,25452.9,14891.7,14911,66,4,0,242,24.20,2730
42.9,109.8,9.44,11.3,12.3,462.8,572.6,16.5,49,98,1325.6,25453.8,14884.3,16090,66,4,0,242,24.35,2730
44.9,109.7,9.4,11.4,11.9,460.7,570.4,16.9,49,98,1325.8,25454.8,14898.9,17557,66,4,0,242,24.27,2722
46.9,109.5,9.33,10.8,11.8,457.0,566.5,16.4,49,98,1326.0,25455.4,14888.9,19204,66,4,0,242,24.12,2722
49.0,109.8,9.57,10.8,11.3,469.1,578.9,16.5,49,98,1326.1,25456.2,14892.3,20709,66,4,0,242,24.06,2730
51.0,110.5,9.59,11.3,11.8,470.1,580.6,16.5,49,98,1326.3,25456.8,14899.5,22352,66,4,0,242,24.24,2722
53.0,109.8,9.86,11.3,12.8,483.1,592.9,17.4,49,98,1326.4,25457.6,14884.5,23876,66,4,0,242,24.08,2730
55.1,110.5,9.83,11.3,12.3,481.7,592.2,17.5,49,98,1326.6,25458.4,14881.9,25227,66,4,0,242,24.37,2730
