t_s,parent_cpu,worker_cpu_mean,worker_cpu_p90,worker_cpu_max,worker_cpu_sum,tree_cpu,system_cpu,children,parent_threads,parent_rss_mb,tree_rss_mb,mem_available_mb,parent_ctx_vol,parent_ctx_invol,gpu_util,gpu_mem_util,gpu_mem_used_mb,gpu_power_w,gpu_clock_sm
2.0,158.6,405.22,1363.1,1621.4,13372.4,13531.0,42.2,33,45,754.9,14678.5,83971.8,133,61,0,0,1,50.97,2445
4.0,78.9,39.78,45.9,46.4,1312.9,1391.8,43.9,33,77,1328.7,17172.2,81585.7,859,61,0,0,526,56.74,2475
6.0,102.8,12.67,13.5,15.0,418.0,520.8,15.7,33,77,1329.2,17194.2,81561.8,1688,61,9,0,672,92.47,2692
8.0,101.4,15.7,17.5,18.0,518.0,619.4,19.2,33,77,1330.5,17197.6,81549.5,2490,61,8,0,672,91.68,2700
10.0,102.3,13.97,15.5,16.5,461.0,563.3,16.9,33,77,1331.2,17202.2,81542.7,3370,61,9,0,672,92.25,2700
12.0,103.3,13.88,15.5,16.0,458.0,561.3,18.0,33,77,1332.0,17208.1,81535.5,4110,61,8,0,672,92.17,2707
14.0,103.3,13.73,15.5,16.0,453.0,556.3,18.6,33,77,1332.8,17215.1,81526.5,4960,61,8,0,672,91.60,2707
16.0,103.8,13.61,15.0,15.5,449.0,552.8,18.6,33,77,1333.3,17220.8,81516.3,5573,61,8,0,672,91.72,2707
18.0,102.3,13.48,15.0,16.5,445.0,547.3,16.7,33,77,1333.6,17225.1,81509.9,6389,61,9,0,672,91.81,2707
20.0,102.3,13.17,15.0,15.5,434.5,536.8,17.1,33,77,1333.8,17230.8,81505.5,7239,61,8,0,672,91.50,2700
22.0,102.8,12.91,14.5,17.0,426.0,528.8,16.8,33,77,1334.1,17233.7,81503.3,8061,61,9,0,672,91.88,2692
24.0,102.4,12.09,14.0,14.5,399.0,501.4,17.5,33,77,1334.6,17234.7,81493.8,9217,61,8,0,672,91.44,2700
26.0,101.3,12.09,13.5,14.5,399.0,500.3,16.6,33,77,1334.8,17236.0,81480.4,10149,61,8,0,672,92.20,2700
28.1,102.8,12.27,14.5,15.5,405.0,507.8,15.7,33,77,1335.1,17237.8,81475.2,11091,61,8,0,672,93.59,2700
30.1,102.8,11.56,13.5,14.0,381.5,484.3,15.5,33,77,1335.1,17239.1,81472.1,12072,61,8,0,672,91.78,2700
32.1,103.9,11.05,13.0,14.5,364.5,468.4,14.0,33,77,1336.1,17240.9,81467.4,13139,61,8,0,672,92.52,2707
34.1,103.8,10.79,12.5,14.0,356.0,459.8,14.1,33,77,1336.6,17241.9,81463.5,14236,61,8,0,672,91.95,2700
36.1,103.8,10.21,11.5,13.5,337.0,440.8,13.5,33,77,1336.9,17242.4,81462.3,14976,61,8,0,672,91.87,2685
38.1,104.4,10.73,12.5,14.5,354.0,458.4,13.0,33,77,1341.3,17251.9,81455.9,15807,61,9,0,672,91.75,2692
40.1,103.8,10.53,12.5,13.5,347.5,451.3,14.0,33,77,1344.6,17258.4,81451.1,16602,61,9,0,672,92.51,2677
42.1,103.8,10.36,12.0,15.5,342.0,445.8,13.7,33,77,1348.5,17265.1,81450.6,17429,61,8,0,672,92.65,2707
44.1,102.3,10.55,13.5,15.0,348.0,450.3,14.4,33,77,1355.9,17276.9,81440.1,18106,61,9,0,672,92.59,2685
46.1,103.3,11.44,15.0,16.0,377.5,480.8,14.4,33,77,1362.9,17290.3,81425.2,19099,61,8,0,672,92.30,2670
48.1,100.9,12.77,16.5,18.0,332.0,432.9,16.8,26,77,1377.1,13841.0,83393.6,19972,61,8,0,672,91.67,2662
50.1,99.8,16.09,19.5,20.5,354.0,453.8,16.2,22,77,1385.1,11865.1,84521.4,20598,61,9,0,672,91.88,2677
52.1,99.4,16.89,20.0,20.5,371.5,470.9,14.5,22,77,1385.3,11866.7,84517.7,21245,61,8,0,672,90.05,2655
54.1,101.8,16.67,19.0,19.5,350.0,451.8,13.8,21,77,1387.9,11377.3,84794.7,21737,61,9,0,672,90.83,2692
56.1,100.3,17.6,21.5,22.5,352.0,452.3,14.1,20,77,1390.2,10887.8,85073.1,22232,61,8,0,672,91.26,2685
58.1,100.9,16.52,20.0,20.5,330.5,431.4,13.7,20,77,1390.2,10888.6,85071.9,22813,61,9,0,672,91.38,2692
60.1,97.9,16.5,19.5,20.0,313.5,411.4,13.1,19,77,1392.5,10395.3,85351.6,23229,61,9,0,672,92.19,2700
62.1,87.9,17.16,22.0,22.5,326.0,413.9,13.0,19,77,1392.5,10396.6,85347.1,23661,61,8,0,672,87.98,2647
64.1,95.9,14.66,18.5,18.5,278.5,374.4,11.8,19,77,1392.5,10398.4,85342.2,24080,61,9,0,672,89.42,2692
66.1,86.4,15.41,19.5,20.0,246.5,332.9,12.2,16,77,1396.4,8910.7,86191.5,24508,61,8,0,672,88.51,2662
68.1,77.9,14.1,17.0,18.0,211.5,289.4,9.0,15,77,1397.7,8408.8,86468.4,24891,61,8,0,672,86.88,2655
70.1,72.4,13.35,17.0,17.0,133.5,205.9,9.3,10,77,1407.5,5920.1,87888.9,25244,61,8,0,672,84.82,2662
72.1,59.4,11.5,16.5,16.5,80.5,139.9,5.3,7,77,1410.8,4428.8,88746.3,25361,62,7,0,672,82.64,2677
74.1,59.9,10.3,14.5,14.5,51.5,111.4,4.8,5,77,1414.7,3421.4,89313.7,25480,62,7,0,672,80.78,2685
76.1,54.0,10.6,15.5,15.5,53.0,107.0,3.2,5,77,1415.0,3421.9,89312.8,25548,62,7,0,672,78.71,2685
