t_s,parent_cpu,worker_cpu_mean,worker_cpu_p90,worker_cpu_max,worker_cpu_sum,tree_cpu,system_cpu,children,parent_threads,parent_rss_mb,tree_rss_mb,mem_available_mb,parent_ctx_vol,parent_ctx_invol,gpu_util,gpu_mem_util,gpu_mem_used_mb,gpu_power_w,gpu_clock_sm
2.0,303.6,,,,,303.6,8.7,0,43,608.3,608.3,28791.7,65,45,0,1,2,7.91,180
4.2,71.7,86.91,104.9,109.3,3215.7,3287.4,31.1,37,50,753.5,5762.7,25509.0,128,51,0,1,142,7.91,180
6.2,1.5,89.23,116.4,136.6,3301.6,3303.1,92.9,37,50,753.5,16161.8,20872.6,167,61,0,0,156,17.84,2580
8.3,2.4,93.18,97.0,97.3,3447.6,3450.0,96.3,37,50,753.5,18311.4,18899.3,208,61,0,0,156,17.90,2580
10.3,101.5,29.77,39.5,41.6,1101.5,1203.0,33.7,37,86,1322.5,19307.1,17958.2,730,61,4,0,242,21.74,2737
12.3,111.5,8.48,9.4,9.9,313.9,425.4,12.0,37,86,1323.6,19316.7,17956.2,1732,61,4,0,242,24.74,2745
14.3,111.9,8.98,9.9,10.4,332.4,444.3,12.5,37,86,1324.6,19323.7,17955.2,2768,61,4,0,242,24.66,2752
16.3,111.4,8.94,9.9,10.4,330.9,442.3,12.5,37,86,1325.5,19326.8,17931.1,3766,61,4,0,242,24.73,2745
18.4,112.6,9.81,10.9,10.9,362.9,475.5,13.2,37,86,1326.4,19330.9,17928.7,4694,61,4,0,242,24.76,2745
20.4,111.8,10.34,11.4,12.4,382.4,494.2,14.5,37,86,1327.4,19335.9,17899.0,5594,61,4,0,242,24.69,2752
22.4,111.8,10.44,11.4,12.4,386.4,498.2,14.1,37,86,1328.1,19340.5,17881.8,6389,61,4,0,242,24.96,2745
24.4,111.8,10.74,11.9,12.9,397.4,509.2,14.3,37,86,1328.8,19344.8,17892.4,7173,62,3,0,242,24.63,2752
26.4,111.6,11.09,12.9,13.9,410.4,522.0,17.0,37,86,1329.3,19347.6,17910.5,7878,62,3,0,242,24.64,2745
28.5,112.2,11.54,12.9,16.3,426.8,539.0,15.0,37,86,1329.7,19350.8,17940.2,8582,64,4,0,242,24.78,2752
30.5,111.6,13.2,16.3,16.8,488.3,599.9,17.1,37,86,1330.1,19354.2,17963.2,9136,64,4,0,242,24.84,2745
32.5,111.5,13.16,15.8,16.8,487.0,598.5,16.9,37,86,1330.4,19355.5,18004.6,9781,64,3,0,242,24.59,2745
34.5,111.5,12.01,13.3,14.8,444.3,555.8,16.1,37,86,1330.6,19356.2,18011.1,10333,64,4,0,242,24.80,2752
36.6,111.2,11.3,12.8,12.9,418.1,529.3,15.0,37,86,1330.8,19356.8,18049.2,10954,64,3,0,242,24.72,2745
38.6,111.3,11.79,13.4,13.4,436.4,547.7,15.3,37,86,1331.0,19357.6,18065.7,11522,64,3,0,242,24.58,2745
40.6,111.1,12.08,13.3,13.8,446.9,558.0,15.8,37,86,1331.1,19358.3,18057.6,12117,64,3,0,242,24.69,2745
42.6,112.0,11.93,13.3,13.8,441.3,553.3,15.5,37,86,1331.2,19359.0,18071.7,12748,64,4,0,242,24.81,2752
44.7,111.0,11.83,13.3,14.8,437.8,548.8,15.7,37,86,1331.4,19359.7,18068.1,13276,64,4,0,242,24.78,2745
46.7,112.1,12.13,13.8,14.3,448.9,561.0,16.0,37,86,1331.5,19361.2,18079.5,13823,64,4,0,242,24.82,2745
48.7,111.1,11.65,13.4,14.9,430.9,542.0,15.1,37,86,1331.6,19362.7,18086.2,14364,64,3,0,242,24.93,2752
50.7,111.0,11.96,13.3,14.3,442.6,553.6,15.9,37,86,1331.7,19364.7,18068.9,14934,64,3,0,242,24.77,2745
52.8,111.2,12.2,13.3,14.3,451.4,562.6,15.7,37,86,1331.8,19366.4,18081.5,15411,65,3,0,242,24.87,2752
54.8,111.5,11.58,12.8,13.8,428.4,539.9,15.2,37,86,1331.9,19367.7,18072.7,15949,65,3,0,242,24.97,2752
56.8,111.5,12.28,14.3,14.8,454.5,566.0,16.2,37,86,1332.0,19369.2,18083.3,16479,65,4,0,242,25.15,2745
58.8,111.3,12.14,13.4,13.8,449.2,560.5,15.6,37,86,1332.0,19370.6,18089.0,17015,65,4,0,242,24.92,2745
60.9,111.8,12.02,13.4,13.8,444.6,556.4,15.6,37,86,1332.1,19371.7,18073.6,17575,65,4,0,242,24.98,2745
62.9,111.2,12.27,13.8,14.8,454.1,565.3,15.8,37,86,1332.1,19372.9,18083.9,18133,65,3,0,242,24.88,2752
64.9,111.6,12.1,13.3,14.8,447.6,559.2,16.6,37,86,1332.2,19374.2,18045.6,18736,65,3,0,242,24.95,2752
66.9,111.7,12.65,14.3,15.3,468.1,579.8,16.6,37,86,1332.3,19375.5,18051.4,19269,65,4,0,242,25.01,2752
68.9,112.1,12.66,14.4,15.4,468.4,580.5,17.8,37,86,1332.5,19376.6,18082.5,19932,65,3,0,242,24.97,2752
71.0,111.7,12.07,13.4,15.3,446.7,558.4,16.9,37,86,1332.5,19377.7,18070.6,20509,65,3,0,242,25.14,2745
73.0,111.5,11.68,13.3,13.3,432.1,543.6,15.6,37,86,1332.6,19378.8,18077.3,21097,66,4,0,242,24.89,2745
75.0,111.2,12.29,13.9,14.4,454.9,566.1,16.0,37,86,1332.7,19379.9,18070.2,21680,67,3,0,242,24.79,2752
77.0,110.7,11.7,12.9,13.4,432.9,543.6,15.2,37,86,1332.7,19380.7,18071.8,22187,67,3,0,242,24.99,2745
79.1,112.1,12.12,13.8,14.3,448.5,560.6,15.8,37,86,1332.8,19381.5,18074.8,22830,67,3,0,242,24.91,2752
