t_s,parent_cpu,worker_cpu_mean,worker_cpu_p90,worker_cpu_max,worker_cpu_sum,tree_cpu,system_cpu,children,parent_threads,parent_rss_mb,tree_rss_mb,mem_available_mb,parent_ctx_vol,parent_ctx_invol,gpu_util,gpu_mem_util,gpu_mem_used_mb,gpu_power_w,gpu_clock_sm
2.0,302.1,,,,,302.1,8.8,0,42,600.1,600.1,28954.3,63,46,0,1,2,7.69,180
4.1,73.6,59.28,114.5,173.2,2904.6,2978.2,29.9,49,50,753.4,4385.1,26702.7,145,53,0,1,142,7.68,180
6.3,3.3,70.09,114.8,143.1,3434.3,3437.6,96.3,49,50,753.4,18738.0,19892.0,185,54,0,0,156,16.20,2580
8.4,1.5,68.91,102.5,130.6,3376.8,3378.3,94.8,49,50,753.4,22550.0,17537.5,225,54,0,0,156,16.23,2580
10.4,34.0,68.43,92.2,96.6,3353.2,3387.2,95.7,49,51,1181.2,24724.9,15419.6,267,66,0,0,222,16.20,2580
12.4,107.2,25.45,49.1,54.8,1247.0,1354.2,37.9,49,98,1315.6,25367.1,14762.8,943,68,5,0,222,23.48,2797
14.5,110.1,5.35,6.0,6.9,262.0,372.1,10.8,49,98,1316.6,25380.3,14762.1,1684,68,5,0,222,23.49,2805
16.5,109.9,5.08,5.9,5.9,249.1,359.0,10.7,49,98,1317.3,25384.1,14746.4,2448,68,6,0,222,23.70,2805
18.5,109.6,5.44,6.4,7.9,266.8,376.4,11.2,49,98,1318.1,25389.7,14746.0,3018,68,5,0,222,23.64,2805
20.5,109.7,5.35,5.9,6.4,262.2,371.9,10.8,49,98,1318.8,25394.1,14744.2,3566,68,6,0,222,23.79,2805
22.5,109.4,5.74,6.9,7.4,281.2,390.6,11.5,49,98,1319.5,25397.0,14716.9,4234,68,6,0,222,23.85,2797
24.6,110.4,6.0,6.9,7.4,294.2,404.6,11.9,49,98,1320.3,25401.4,14731.3,4856,68,5,0,222,23.53,2805
26.6,109.0,5.72,6.9,7.4,280.2,389.2,11.2,49,98,1320.9,25403.4,14739.7,5381,68,5,0,222,23.52,2805
28.6,109.8,5.95,6.9,7.4,291.7,401.5,11.5,49,98,1321.6,25408.3,14766.4,5931,68,5,0,222,23.57,2805
30.7,109.2,5.99,6.9,7.4,293.7,402.9,11.7,49,98,1322.2,25410.2,14800.8,6514,68,5,0,222,23.55,2805
32.7,109.4,5.96,6.9,7.4,292.2,401.6,12.0,49,98,1322.7,25414.2,14811.0,7025,68,5,0,222,23.38,2805
34.7,109.0,5.68,6.9,6.9,278.2,387.2,13.4,49,98,1323.1,25415.6,14849.9,7559,68,5,0,222,23.27,2805
36.8,109.3,6.65,7.9,8.9,325.7,435.0,12.4,49,98,1323.6,25420.1,14847.9,8039,68,5,0,222,23.69,2805
38.8,109.3,6.35,7.4,7.9,311.2,420.5,12.2,49,98,1323.9,25421.9,14872.7,8570,68,6,0,222,23.75,2797
40.8,110.1,6.93,7.9,8.9,339.7,449.8,12.7,49,98,1324.2,25425.0,14887.1,9101,68,5,0,222,23.99,2790
42.8,108.9,6.48,7.9,10.3,317.6,426.5,12.7,49,98,1324.4,25427.1,14875.1,9601,68,5,0,222,23.73,2790
44.9,109.4,6.67,8.4,10.3,326.6,436.0,13.0,49,98,1324.7,25429.1,14877.6,10106,68,6,0,222,23.84,2790
46.9,109.0,7.39,9.9,11.3,362.1,471.1,13.7,49,98,1325.0,25432.1,14861.8,10652,68,6,0,222,23.74,2797
48.9,109.1,7.37,9.9,10.9,361.2,470.3,13.5,49,98,1325.3,25433.0,14867.4,11162,68,5,0,222,23.56,2797
51.0,109.0,7.8,9.9,10.9,382.2,491.2,14.0,49,98,1325.5,25434.1,14890.5,11676,68,5,0,222,23.74,2790
53.0,109.0,6.9,8.9,9.9,338.2,447.2,13.5,49,98,1325.6,25434.5,14906.1,12252,68,5,0,222,24.02,2790
55.0,109.5,7.15,8.4,8.9,350.2,459.7,13.2,49,98,1325.8,25435.4,14912.5,12762,68,6,0,222,23.89,2790
57.0,109.5,6.44,7.9,8.4,315.7,425.2,12.8,49,98,1325.9,25435.8,14915.5,13309,68,5,0,222,23.84,2790
59.1,109.0,6.69,8.4,8.4,327.7,436.7,12.6,49,98,1326.0,25436.4,14922.2,13872,68,5,0,222,24.18,2790
61.1,108.9,6.87,7.9,9.4,336.7,445.6,12.6,49,98,1326.1,25436.9,14929.4,14421,68,5,0,222,23.91,2790
63.1,110.3,7.26,8.9,10.8,355.6,465.9,13.9,49,98,1326.3,25437.4,14911.9,14896,68,5,0,222,23.99,2790
65.1,109.1,7.11,8.4,8.9,348.2,457.3,13.0,49,98,1326.3,25438.1,14918.2,15384,68,5,0,222,24.02,2790
67.2,109.4,7.09,8.4,9.4,347.2,456.6,13.5,49,98,1326.4,25438.4,14912.7,15926,68,5,0,222,23.92,2790
69.2,109.8,7.48,8.4,9.4,366.7,476.5,13.9,49,98,1326.5,25439.1,14915.4,16434,68,5,0,222,23.89,2790
71.2,109.4,7.63,9.4,10.3,373.9,483.3,14.0,49,98,1326.6,25439.8,14911.7,16978,68,5,0,222,24.22,2790
73.3,108.5,6.81,7.9,8.9,333.7,442.2,13.3,49,98,1326.7,25441.0,14928.7,17493,68,5,0,222,24.06,2790
75.3,109.0,5.97,7.4,7.4,292.7,401.7,11.7,49,98,1326.7,25442.0,14932.5,17974,68,5,0,222,23.83,2790
77.3,109.0,6.89,7.9,9.4,337.7,446.7,13.0,49,98,1326.8,25442.9,14920.8,18526,68,5,0,222,23.86,2790
79.3,109.5,7.67,9.4,9.9,375.7,485.2,14.3,49,98,1326.9,25444.9,14914.9,19091,68,5,0,222,24.21,2790
