t_s,parent_cpu,worker_cpu_mean,worker_cpu_p90,worker_cpu_max,worker_cpu_sum,tree_cpu,system_cpu,children,parent_threads,parent_rss_mb,tree_rss_mb,mem_available_mb,parent_ctx_vol,parent_ctx_invol,gpu_util,gpu_mem_util,gpu_mem_used_mb,gpu_power_w,gpu_clock_sm
2.0,157.2,0.0,0.0,0.0,0.0,157.2,40.0,25,45,755.0,11526.3,85437.5,128,64,0,0,1,54.06,2475
4.0,85.4,31.02,38.4,39.4,775.6,861.0,26.8,25,69,1328.6,13169.0,83825.6,688,64,0,0,526,55.61,2475
6.0,101.9,18.28,20.5,21.0,457.0,558.9,17.1,25,69,1330.2,13181.3,83809.1,1358,64,8,0,672,89.80,2692
8.0,100.9,16.5,18.0,18.0,412.5,513.4,16.0,25,69,1331.4,13184.1,83794.9,1804,64,9,0,672,90.75,2700
10.0,100.4,17.32,19.0,20.0,433.0,533.4,16.2,25,69,1332.2,13190.8,83786.0,2204,64,9,0,672,91.00,2700
12.0,100.8,16.62,18.0,19.0,415.5,516.3,15.6,25,69,1333.0,13197.3,83763.5,2815,64,9,0,672,90.86,2700
14.0,101.8,15.88,17.5,18.0,397.0,498.8,15.7,25,69,1333.3,13202.2,83769.1,3398,64,9,0,672,90.77,2700
16.0,99.3,18.12,19.5,19.5,453.0,552.3,16.7,25,69,1333.8,13208.1,83765.5,3976,64,10,0,672,91.92,2700
18.0,100.8,16.7,18.5,20.0,417.5,518.3,16.7,25,69,1333.8,13209.7,83757.4,4532,64,9,0,672,90.94,2700
20.0,101.8,15.52,17.5,18.0,388.0,489.8,14.5,25,69,1334.0,13210.9,83755.2,5198,64,9,0,672,89.63,2662
22.0,97.8,16.48,19.0,20.5,412.0,509.8,16.2,25,69,1334.3,13212.0,83752.6,5909,64,7,0,672,89.45,2670
24.0,102.3,13.72,16.5,17.0,343.0,445.3,14.8,25,69,1334.3,13212.8,83750.6,6380,64,9,0,672,90.32,2685
26.0,100.8,13.3,15.0,16.5,332.5,433.3,12.9,25,69,1335.1,13214.3,83743.5,6992,64,8,0,672,89.74,2692
28.0,103.3,11.96,13.5,15.0,299.0,402.3,12.7,25,69,1335.6,13215.3,83733.5,7565,64,9,0,672,90.73,2700
30.0,101.4,12.36,14.0,16.5,309.0,410.4,12.6,25,69,1337.4,13219.5,83729.3,8152,64,9,0,672,90.10,2670
32.0,99.3,12.7,14.5,16.0,317.5,416.8,12.9,25,69,1340.7,13226.2,83720.8,8836,64,8,0,672,89.13,2647
34.1,97.8,12.9,16.0,18.0,322.5,420.3,13.2,25,69,1348.2,13238.2,83708.0,9711,64,8,0,672,88.95,2647
36.1,99.8,12.96,17.5,19.0,324.0,423.8,13.0,25,69,1353.9,13248.3,83695.9,10363,64,8,0,672,89.10,2640
38.1,98.8,14.14,18.5,19.0,353.5,452.3,13.9,25,69,1366.5,13271.2,83690.0,11096,64,9,0,672,90.63,2692
