t_s,parent_cpu,worker_cpu_mean,worker_cpu_p90,worker_cpu_max,worker_cpu_sum,tree_cpu,system_cpu,children,parent_threads,parent_rss_mb,tree_rss_mb,mem_available_mb,parent_ctx_vol,parent_ctx_invol,gpu_util,gpu_mem_util,gpu_mem_used_mb,gpu_power_w,gpu_clock_sm
2.0,194.4,,,,,194.4,6.1,0,38,745.6,745.6,91150.9,169,155,0,0,1,2.43,195
4.0,20.8,55.43,302.8,317.3,2716.3,2737.1,79.5,49,45,772.5,23333.2,79180.2,272,182,0,0,512,51.90,2475
6.0,89.3,27.63,36.4,38.9,1354.0,1443.3,45.9,49,93,1344.4,25438.6,77101.3,1232,182,8,0,672,90.95,2707
8.0,108.3,9.54,10.5,10.5,467.5,575.8,17.9,49,93,1344.4,25459.8,77065.8,2764,182,8,0,672,90.49,2707
10.0,108.7,11.4,13.5,14.5,558.5,667.2,21.4,49,93,1345.9,25476.0,77035.4,4179,183,7,0,672,89.77,2722
12.0,107.7,11.54,13.0,15.0,565.5,673.2,21.3,49,93,1346.9,25478.6,77024.7,5690,183,8,0,672,88.66,2700
14.0,108.7,10.98,12.5,13.5,538.0,646.7,19.8,49,93,1347.7,25482.7,77014.9,7096,183,6,0,672,88.92,2707
16.0,107.7,10.8,12.0,13.5,529.0,636.7,20.2,49,93,1348.4,25492.7,77005.0,8762,183,7,0,672,89.12,2707
18.1,108.3,11.12,12.5,13.0,545.0,653.3,20.1,49,93,1348.7,25495.6,76998.6,10306,183,7,0,672,88.89,2700
20.1,107.7,10.86,12.0,13.5,532.0,639.7,19.7,49,93,1348.9,25504.8,76993.9,11760,183,8,0,672,88.63,2707
22.1,107.7,10.69,12.0,12.5,524.0,631.7,19.6,49,93,1349.5,25512.1,76976.9,13427,183,8,0,672,88.80,2692
24.1,108.7,10.4,11.5,12.5,509.5,618.2,19.8,49,93,1349.5,25516.7,76977.0,15032,183,7,0,672,88.79,2700
26.1,108.2,10.29,12.0,12.5,504.0,612.2,19.5,49,93,1350.0,25521.8,76967.3,16430,183,8,0,672,89.57,2700
28.1,107.7,9.81,11.0,12.0,480.5,588.2,18.4,49,93,1350.0,25527.3,76960.7,18046,183,8,0,672,89.00,2700
30.1,107.8,9.77,11.0,12.5,478.5,586.3,18.0,49,93,1350.0,25529.6,76953.2,19777,183,7,0,672,89.75,2700
32.1,108.2,9.61,11.0,13.0,471.0,579.2,18.0,49,93,1350.2,25531.4,76951.4,21443,183,7,0,672,89.04,2692
34.1,108.2,9.29,10.5,12.5,455.0,563.2,18.0,49,93,1350.2,25532.7,76953.3,22913,183,7,0,672,89.20,2707
36.1,107.7,9.5,11.0,13.0,465.5,573.2,18.5,49,93,1350.2,25533.4,76784.4,24601,183,7,0,672,90.07,2692
38.1,108.3,9.61,11.0,12.0,471.0,579.3,18.4,49,93,1350.5,25534.7,76948.2,25985,183,8,0,672,90.52,2685
40.1,108.3,8.9,10.5,11.0,436.0,544.3,17.0,49,93,1351.0,25537.3,76950.5,27320,183,7,0,672,89.40,2692
42.1,108.2,8.83,10.5,13.0,432.5,540.7,17.0,49,93,1351.2,25538.1,76946.6,28759,183,7,0,672,89.82,2692
44.1,108.2,8.62,10.5,11.5,422.5,530.7,16.6,49,93,1351.8,25539.4,76943.2,30326,183,7,0,672,89.37,2692
46.1,108.2,8.11,9.5,11.5,389.5,497.7,16.0,48,93,1353.6,25037.9,77229.4,31854,183,8,0,672,90.29,2700
48.1,108.7,8.8,10.5,12.5,413.5,522.2,16.6,47,93,1355.6,24538.2,77504.0,33039,183,8,0,672,91.32,2707
50.1,107.8,8.49,10.0,11.0,382.0,489.8,16.1,45,93,1358.7,23534.5,78061.2,34300,183,9,0,672,91.60,2707
52.1,108.2,8.32,9.5,12.0,349.5,457.7,15.1,42,93,1363.6,22029.7,78911.5,35512,183,8,0,672,92.31,2715
54.1,105.2,9.16,10.0,11.5,320.5,425.7,16.0,35,93,1373.4,18516.5,80874.0,36570,183,8,0,672,91.40,2707
56.1,102.8,9.67,11.0,12.0,319.0,421.8,13.3,33,93,1377.5,17513.1,81439.1,37341,183,8,0,672,90.25,2707
58.1,102.3,10.69,12.0,12.5,310.0,412.3,14.8,29,93,1385.5,15508.3,82554.1,38258,183,7,0,672,88.34,2700
60.2,98.8,11.5,13.0,16.0,241.5,340.3,14.4,21,93,1401.2,11509.6,84800.7,39228,183,9,0,672,87.85,2640
62.2,74.9,12.33,16.0,16.5,148.0,222.9,8.8,12,93,1414.6,6972.4,87344.2,39605,183,8,0,672,84.89,2662
64.2,59.0,12.67,20.5,20.5,114.0,173.0,3.2,9,93,1422.6,4964.8,88475.1,39728,183,8,0,672,82.89,2677
66.2,58.4,11.92,16.5,16.5,71.5,129.9,5.1,6,93,1427.2,3961.9,89037.4,39828,183,7,0,672,78.78,2685
68.2,57.4,10.5,15.0,15.0,52.5,109.9,3.6,5,93,1429.3,3460.3,89317.1,39899,183,7,0,672,77.69,2685
70.2,55.5,9.0,13.0,13.0,36.0,91.5,3.5,4,93,1431.6,2958.8,89589.6,39969,183,7,0,672,77.55,2685
72.2,46.5,7.83,13.0,13.0,23.5,70.0,2.5,3,93,1433.9,2456.8,89867.8,40022,183,7,0,672,76.59,2685
74.2,43.5,8.17,13.0,13.0,24.5,68.0,2.4,3,93,1433.9,2456.8,89872.0,40071,183,7,0,672,76.19,2692
76.2,43.5,7.67,11.5,11.5,23.0,66.5,2.0,3,93,1433.9,2457.4,89872.1,40125,183,7,0,672,76.09,2692
78.2,43.5,8.17,13.0,13.0,24.5,68.0,2.2,3,93,1433.9,2457.4,89869.4,40180,183,7,0,672,76.03,2685
80.2,43.0,7.5,11.5,11.5,22.5,65.5,2.1,3,93,1433.9,2457.9,89866.8,40234,184,7,0,672,75.79,2692
82.2,38.0,7.0,14.0,14.0,14.0,52.0,2.1,2,93,1437.0,1955.2,90144.2,40288,184,6,0,672,74.03,2685
84.2,37.0,6.0,12.0,12.0,12.0,49.0,1.9,2,93,1437.3,1955.5,90154.2,40341,184,6,0,672,74.11,2685
86.2,36.0,6.25,12.5,12.5,12.5,48.5,2.0,2,93,1437.3,1955.5,90135.3,40387,184,6,0,672,73.96,2685
